Rank,Year,Genre,Device,FIFA,Mario,Call of Duty,Grand Theft Auto,Pokemon,Halo,Wii,NBA,NA_Sales As a percentage of Total,EU_Sales As a percentage of Total,JP_Sales As a percentage of Total,Other_Sales As a percentage of Total
244,2015.0,Action,Console,0,0,0,0,0,0,0,0,43.85,37.81,1.79,16.55
4330,2012.0,Sports,Console,0,0,0,0,0,0,0,1,86.67,6.67,0.0,6.67
9450,2014.0,Adventure,Console,0,0,0,0,0,0,0,0,23.08,61.54,0.0,15.38
7014,2010.0,Strategy,Console,0,0,0,0,0,0,0,0,47.83,43.48,0.0,8.7
11721,2009.0,Role-Playing,PC,0,0,0,0,0,0,0,0,12.5,62.5,0.0,12.5
6641,2002.0,Platform,Portable,0,0,0,0,0,0,0,0,72.0,28.0,0.0,0.0
15037,2010.0,Sports,Console,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
6914,2003.0,Misc,Console,0,0,0,0,0,0,0,0,50.0,37.5,0.0,12.5
4799,,Sports,Console,0,0,0,0,0,0,0,0,50.0,37.5,0.0,12.5
9841,2013.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
10511,2008.0,Sports,Console,0,0,0,0,0,0,0,0,80.0,10.0,0.0,10.0
13119,2007.0,Misc,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
13982,2011.0,Platform,PC,0,0,0,0,0,0,0,0,0.0,75.0,0.0,25.0
7830,1999.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,94.74,5.26
10575,2006.0,Platform,Console,0,0,0,0,0,0,0,0,50.0,40.0,0.0,10.0
3171,2010.0,Role-Playing,Console,0,0,0,0,0,0,0,0,35.94,14.06,42.19,7.81
1641,2006.0,Adventure,Console,0,0,0,0,0,0,0,0,48.36,37.7,0.82,12.3
7587,2002.0,Racing,Console,0,0,0,0,0,0,0,0,80.0,20.0,0.0,5.0
12472,2010.0,Simulation,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
3164,2006.0,Action,Console,0,0,0,0,0,0,0,0,23.44,18.75,53.12,6.25
5073,2010.0,Racing,PC,0,0,0,0,0,0,0,0,31.58,52.63,0.0,15.79
1782,1997.0,Puzzle,Console,0,0,0,0,0,0,0,0,0.0,0.0,93.04,6.09
2941,2005.0,Platform,Portable,0,0,0,0,0,0,0,0,71.43,25.71,0.0,1.43
8555,,Adventure,Console,0,0,0,0,0,0,0,0,56.25,37.5,0.0,6.25
8022,2000.0,Racing,Console,0,0,0,0,0,0,0,0,22.22,16.67,61.11,5.56
6498,,Sports,Console,0,0,0,0,0,0,0,0,0.0,76.92,0.0,23.08
5999,2000.0,Misc,Console,0,0,0,0,0,0,0,0,55.17,37.93,0.0,6.9
15724,2013.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
10641,2008.0,Shooter,Console,0,0,0,0,0,0,0,0,90.0,0.0,0.0,10.0
5256,2010.0,Platform,Portable,0,0,0,0,0,0,0,0,58.33,5.56,30.56,5.56
7573,2003.0,Simulation,Portable,0,0,0,0,0,0,0,0,70.0,25.0,0.0,0.0
9606,2011.0,Misc,Console,0,0,0,0,0,0,0,0,76.92,7.69,0.0,7.69
5818,1996.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
12629,2008.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15033,2013.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15928,2015.0,Action,Console,0,0,0,0,0,0,0,0,0.0,50.0,0.0,0.0
15005,2006.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
3011,2003.0,Shooter,Console,0,0,0,0,0,0,0,0,73.13,23.88,0.0,2.99
2229,2012.0,Sports,Console,0,0,0,0,0,0,0,0,37.63,45.16,2.15,15.05
8308,2000.0,Strategy,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
4838,2005.0,Sports,Console,0,0,0,0,0,0,0,0,82.5,2.5,0.0,12.5
8904,2002.0,Fighting,Portable,0,0,0,0,0,0,0,0,73.33,26.67,0.0,0.0
3040,2008.0,Action,Console,0,0,0,0,0,0,0,0,44.78,43.28,1.49,10.45
6861,2006.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,62.5,0.0,29.17,4.17
2936,2002.0,Shooter,Console,0,0,0,0,0,0,0,0,48.57,38.57,0.0,12.86
3972,2014.0,Action,Console,0,0,0,0,0,0,0,0,40.0,52.0,0.0,8.0
1309,1998.0,Fighting,Console,0,0,0,0,0,0,0,0,55.48,37.67,0.0,6.85
14267,2007.0,Strategy,PC,0,0,0,0,0,0,0,0,0.0,100.0,0.0,33.33
1770,2009.0,Platform,Console,0,0,0,0,0,0,0,0,60.0,30.43,0.87,9.57
11446,2008.0,Shooter,Portable,0,0,0,0,0,0,0,0,87.5,0.0,0.0,12.5
5570,2006.0,Fighting,Console,0,0,0,0,0,0,0,0,66.67,3.03,24.24,6.06
7124,2011.0,Adventure,Portable,0,0,0,0,0,0,0,0,91.3,0.0,0.0,4.35
7747,1996.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,94.74,5.26
8134,2005.0,Racing,Console,0,0,0,0,0,0,0,0,50.0,38.89,0.0,11.11
6613,1998.0,Strategy,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
14389,2006.0,Misc,Console,0,0,0,0,0,0,0,0,66.67,33.33,0.0,0.0
5910,1995.0,Sports,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
5647,1995.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
6547,2011.0,Misc,Portable,0,0,0,0,0,0,0,0,57.69,30.77,0.0,7.69
10494,2002.0,Sports,Console,0,0,0,0,0,0,0,0,20.0,10.0,70.0,0.0
4431,2013.0,Action,Console,0,0,0,0,0,0,0,0,59.09,29.55,2.27,9.09
5385,2016.0,Action,Console,0,0,0,0,0,0,0,0,50.0,44.12,0.0,8.82
226,2000.0,Sports,Console,0,0,0,0,0,0,0,0,65.17,30.13,0.43,4.27
16431,2011.0,Racing,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
5262,2008.0,Adventure,Portable,0,0,0,0,0,0,0,0,91.67,0.0,0.0,5.56
6784,2010.0,Racing,Console,0,0,0,0,0,0,0,0,87.5,8.33,0.0,8.33
1653,2006.0,Racing,Console,0,0,0,0,0,0,0,0,83.47,3.31,0.0,13.22
900,2003.0,Simulation,PC,0,0,0,0,0,0,0,0,53.65,41.67,0.0,4.69
8552,2003.0,Sports,Console,0,0,0,0,0,0,0,0,50.0,37.5,0.0,12.5
6419,2012.0,Action,Portable,0,0,0,0,0,0,0,0,48.15,22.22,14.81,14.81
9618,2008.0,Platform,Portable,0,0,0,0,0,0,0,0,53.85,30.77,0.0,7.69
9059,2002.0,Action,Console,0,0,0,0,0,0,0,0,0.0,0.0,92.86,7.14
5564,2005.0,Sports,Console,0,0,0,0,0,0,0,1,75.76,21.21,0.0,3.03
6188,2007.0,Fighting,Console,0,0,0,0,0,0,0,0,71.43,10.71,10.71,7.14
10659,2004.0,Shooter,Console,0,0,0,0,0,0,0,0,70.0,20.0,0.0,0.0
14617,2016.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
8158,2003.0,Misc,Console,0,0,0,0,0,0,0,0,50.0,38.89,0.0,11.11
11107,2010.0,Misc,Portable,0,0,0,0,0,0,0,0,77.78,11.11,0.0,11.11
15973,2008.0,Racing,Console,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0
4078,2008.0,Action,PC,0,0,0,0,0,0,0,0,2.04,91.84,0.0,6.12
1176,2009.0,Misc,Console,0,0,0,0,0,0,0,0,59.49,31.01,0.0,9.49
15417,2007.0,Strategy,Console,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
1437,1999.0,Simulation,Console,0,0,0,0,0,0,0,0,0.0,0.0,93.33,6.67
13192,2012.0,Misc,Console,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
5553,1996.0,Sports,Console,0,0,0,0,0,0,0,1,48.48,33.33,12.12,6.06
8121,2005.0,Shooter,Console,0,0,0,0,0,0,0,0,77.78,22.22,0.0,0.0
6624,2000.0,Sports,Console,0,0,0,0,0,0,0,0,48.0,40.0,0.0,12.0
8548,2002.0,Adventure,Console,0,0,0,0,0,0,0,0,50.0,37.5,0.0,12.5
917,1999.0,Sports,Console,0,0,0,0,0,0,0,0,13.3,6.38,78.72,1.6
4809,2005.0,Fighting,Portable,0,0,0,0,0,0,0,0,90.0,2.5,0.0,7.5
16117,2014.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
11382,2009.0,Racing,Console,0,0,0,0,0,0,0,0,50.0,37.5,0.0,12.5
12805,1997.0,Platform,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
5369,2002.0,Action,Portable,0,0,0,0,0,0,0,0,73.53,26.47,0.0,2.94
14575,2009.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15302,2006.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15128,2002.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
701,2015.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
10491,2014.0,Action,Console,0,0,0,0,0,0,0,0,20.0,70.0,0.0,10.0
10237,2011.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
3424,2008.0,Sports,Console,0,0,0,0,0,0,0,0,86.44,6.78,0.0,8.47
14757,2015.0,Adventure,Portable,0,0,0,0,0,0,0,0,66.67,0.0,0.0,33.33
5125,2009.0,Sports,Console,0,0,0,0,0,0,0,0,94.59,0.0,0.0,5.41
4921,2012.0,Racing,Portable,0,0,0,0,0,0,0,0,35.9,48.72,0.0,15.38
9205,2011.0,Action,Console,0,0,0,0,0,0,0,0,57.14,28.57,0.0,7.14
11997,2009.0,Simulation,Portable,0,0,0,0,0,0,0,0,85.71,14.29,0.0,14.29
5513,2009.0,Strategy,Console,0,0,0,0,0,0,0,0,51.52,36.36,3.03,9.09
5684,2001.0,Action,Console,0,0,0,0,0,0,0,0,56.25,37.5,0.0,6.25
5398,2009.0,Action,Console,0,0,0,0,0,0,0,0,44.12,38.24,0.0,17.65
12965,2009.0,Action,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
7509,2011.0,Misc,Console,0,0,0,0,0,0,0,0,95.0,0.0,0.0,5.0
16538,2013.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
2723,2005.0,Action,Console,0,0,0,0,0,0,0,0,75.0,2.63,9.21,11.84
3567,2006.0,Sports,Console,0,0,0,0,0,0,0,0,50.0,39.29,0.0,12.5
14926,2004.0,Racing,Console,0,0,0,0,0,0,0,0,100.0,50.0,0.0,0.0
15706,2002.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
6474,2002.0,Action,Portable,0,0,0,0,0,0,0,0,73.08,26.92,0.0,0.0
14915,2011.0,Sports,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
2658,2009.0,Action,Console,0,0,0,0,0,0,0,0,43.59,44.87,0.0,10.26
2161,2008.0,Platform,Console,0,0,0,0,0,0,0,0,56.25,34.38,0.0,9.38
5104,2006.0,Simulation,Console,0,0,0,0,0,0,0,0,48.65,37.84,0.0,13.51
12438,2010.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
8456,2015.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,23.53,23.53,47.06,5.88
6521,2007.0,Racing,Console,0,0,0,0,0,0,0,0,69.23,15.38,3.85,11.54
16193,2010.0,Misc,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
4628,2004.0,Shooter,Console,0,0,0,0,0,0,0,0,76.19,19.05,0.0,2.38
5084,1986.0,Shooter,Console,0,0,0,0,0,0,0,0,94.59,5.41,0.0,0.0
15385,1999.0,Action,Console,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0
190,2008.0,Sports,Portable,0,1,0,0,0,0,0,0,31.91,48.25,8.56,11.28
15492,2008.0,Simulation,Portable,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
14836,2008.0,Simulation,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
8957,1996.0,Adventure,Console,0,0,0,0,0,0,0,0,53.33,40.0,0.0,6.67
768,1981.0,Shooter,Console,0,0,0,0,0,0,0,0,93.43,5.63,0.0,0.94
1824,2010.0,Action,Console,0,0,0,0,0,0,0,0,44.64,33.04,8.93,14.29
1943,2008.0,Misc,Portable,0,0,0,0,0,0,0,0,21.7,69.81,0.0,9.43
11757,,Role-Playing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
14088,2006.0,Shooter,Console,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0
10087,1998.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
1731,1993.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
7495,2002.0,Action,Portable,0,0,0,0,0,0,0,0,71.43,23.81,0.0,0.0
9486,2011.0,Action,Console,0,0,0,0,0,0,0,0,46.15,46.15,0.0,7.69
3174,2015.0,Action,Console,0,0,0,0,0,0,0,0,34.38,50.0,0.0,15.62
359,2000.0,Fighting,Console,0,0,0,0,0,0,0,0,56.15,37.71,1.68,4.47
4089,2006.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,33.33,2.08,60.42,4.17
3643,2005.0,Fighting,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
11748,2009.0,Role-Playing,PC,0,0,0,0,0,0,0,0,0.0,85.71,0.0,28.57
7533,2000.0,Sports,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
2342,2009.0,Racing,Console,0,0,0,0,0,0,0,0,16.85,70.79,0.0,12.36
12615,2005.0,Puzzle,Portable,0,0,0,0,0,0,0,0,83.33,0.0,0.0,0.0
12323,2009.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
4427,2013.0,Action,Console,0,0,0,0,0,0,0,0,31.82,45.45,6.82,18.18
14907,1995.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,66.67,0.0
15147,2007.0,Strategy,PC,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
5626,2005.0,Shooter,Console,0,0,0,0,0,0,0,0,50.0,37.5,0.0,12.5
15003,2007.0,Racing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
10977,2009.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,11.11
2232,2007.0,Simulation,Portable,0,0,0,0,0,0,0,0,91.4,1.08,0.0,7.53
9580,2001.0,Simulation,Console,0,0,0,0,0,0,0,0,46.15,38.46,0.0,15.38
16195,2007.0,Shooter,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
16503,2014.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
2158,2006.0,Adventure,Portable,0,0,0,0,0,0,0,0,31.25,45.83,0.0,22.92
12655,2006.0,Puzzle,Portable,0,0,0,0,0,0,0,0,83.33,0.0,0.0,0.0
10492,2010.0,Fighting,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,10.0
4784,2014.0,Simulation,Portable,0,0,0,0,0,0,0,0,0.0,32.5,65.0,2.5
5359,1999.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15489,2002.0,Strategy,Portable,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0
11908,2005.0,Action,Portable,0,0,0,0,0,0,0,0,85.71,0.0,0.0,14.29
2886,1999.0,Fighting,Console,0,0,0,0,0,0,0,0,80.28,18.31,0.0,1.41
13758,2010.0,Misc,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
5503,2004.0,Platform,Portable,0,0,0,0,0,0,0,0,51.52,18.18,27.27,3.03
4790,2003.0,Platform,Console,0,0,0,0,0,0,0,0,77.5,20.0,0.0,2.5
2797,1993.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
728,2003.0,Action,Console,0,0,0,0,0,0,0,0,39.64,46.4,0.0,13.96
6740,2001.0,Racing,Console,0,0,0,0,0,0,0,0,48.0,36.0,0.0,12.0
11651,1998.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
14815,2009.0,Platform,Console,0,0,0,0,0,0,0,0,66.67,0.0,0.0,0.0
5551,1997.0,Misc,Console,0,0,0,0,0,0,0,0,0.0,0.0,93.94,6.06
4148,2000.0,Puzzle,Console,0,0,0,0,0,0,0,0,29.79,23.4,40.43,8.51
6339,2004.0,Shooter,Console,0,0,0,0,0,0,0,0,48.15,37.04,0.0,11.11
10998,2002.0,Racing,Console,0,0,0,0,0,0,0,0,77.78,22.22,0.0,0.0
15758,2003.0,Shooter,Console,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0
11236,2000.0,Misc,Console,0,0,0,0,0,0,0,0,55.56,33.33,0.0,11.11
13851,2006.0,Action,PC,0,0,0,0,0,0,0,0,25.0,50.0,0.0,25.0
15836,2005.0,Platform,Console,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0
675,1998.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,99.57,0.43
15952,2007.0,Misc,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
754,2010.0,Role-Playing,Console,0,0,0,0,0,0,0,0,58.53,31.34,0.46,9.22
11599,2011.0,Strategy,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
3139,2004.0,Platform,Console,0,0,0,0,0,0,0,0,50.0,39.06,0.0,12.5
1029,1998.0,Action,Console,0,0,0,0,0,0,0,0,85.55,11.56,0.0,2.89
8135,2010.0,Action,Console,0,0,0,0,0,0,0,0,61.11,22.22,11.11,5.56
14799,2005.0,Role-Playing,PC,0,0,0,0,0,0,0,0,66.67,0.0,0.0,0.0
3020,2014.0,Shooter,Console,0,0,0,0,0,0,0,0,49.25,41.79,0.0,8.96
12418,2011.0,Racing,Console,0,0,0,0,0,0,0,0,0.0,83.33,0.0,16.67
8996,2003.0,Action,Console,0,0,0,0,0,0,0,0,78.57,21.43,0.0,7.14
12188,2009.0,Simulation,Portable,0,0,0,0,0,0,0,0,85.71,0.0,0.0,14.29
388,2011.0,Platform,Console,0,0,0,0,0,0,0,0,53.22,31.29,1.75,13.74
5371,2010.0,Action,Portable,0,0,0,0,0,0,0,0,44.12,47.06,0.0,8.82
3600,2009.0,Misc,Console,0,0,0,0,0,0,0,0,26.79,62.5,0.0,12.5
11471,1997.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,87.5,12.5
13296,2008.0,Adventure,Portable,0,0,0,0,0,0,0,0,80.0,0.0,0.0,0.0
13097,2016.0,Role-Playing,Console,0,0,0,0,0,0,0,0,20.0,60.0,0.0,20.0
13567,2012.0,Platform,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
11626,1996.0,Platform,Console,0,0,0,0,0,0,0,0,50.0,37.5,0.0,12.5
7964,1994.0,Strategy,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
8846,2011.0,Action,PC,0,0,0,0,0,0,0,0,0.0,86.67,0.0,13.33
5991,2008.0,Racing,Portable,0,0,0,0,0,0,0,0,44.83,37.93,0.0,20.69
15949,2016.0,Shooter,Console,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0
567,2008.0,Misc,Console,0,0,0,0,0,0,0,0,66.67,23.97,0.0,9.36
9346,2002.0,Platform,Portable,0,0,0,0,0,0,0,0,76.92,30.77,0.0,0.0
13615,2001.0,Sports,Console,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0
602,2001.0,Platform,Console,0,0,0,0,0,0,0,0,66.41,23.05,8.2,2.73
9210,2011.0,Adventure,Console,0,0,0,0,0,0,0,0,71.43,21.43,0.0,7.14
2336,2012.0,Platform,Console,0,0,0,0,0,0,0,0,67.42,21.35,0.0,11.24
13643,2009.0,Simulation,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
10509,2015.0,Shooter,Console,0,0,0,0,0,0,0,0,40.0,50.0,0.0,10.0
16160,2010.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
9145,2010.0,Action,Console,0,0,0,0,0,0,0,0,78.57,14.29,0.0,7.14
6347,1999.0,Action,Console,0,0,0,0,0,0,0,0,66.67,29.63,0.0,3.7
16283,2006.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
127,2011.0,Role-Playing,Console,0,0,0,0,0,0,0,0,38.87,41.31,3.81,16.01
15404,2002.0,Sports,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
9161,2010.0,Misc,Portable,0,0,0,0,0,0,0,0,92.86,0.0,0.0,7.14
321,2007.0,Misc,Console,0,0,0,0,0,0,1,0,27.75,50.52,10.73,11.26
6156,2003.0,Fighting,Console,0,0,0,0,0,0,0,0,75.0,21.43,0.0,3.57
11638,2007.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
6015,2003.0,Simulation,Portable,0,0,0,0,0,0,0,0,0.0,0.0,96.55,3.45
9797,2006.0,Racing,Portable,0,0,0,0,0,0,0,0,91.67,0.0,0.0,8.33
8859,2005.0,Action,Portable,0,0,0,0,0,0,0,0,73.33,26.67,0.0,0.0
2858,2010.0,Shooter,PC,0,0,0,0,0,0,0,0,26.76,74.65,0.0,0.0
3935,2015.0,Action,Console,0,0,0,0,0,0,0,0,35.29,47.06,0.0,15.69
11714,2015.0,Sports,Portable,0,0,0,0,0,0,0,0,0.0,75.0,0.0,25.0
5455,2007.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,42.42,0.0,54.55,3.03
9632,2011.0,Action,Console,0,0,0,0,0,0,0,0,92.31,0.0,0.0,7.69
9526,2002.0,Action,Console,0,0,0,0,0,0,0,0,61.54,15.38,23.08,0.0
6355,2013.0,Racing,PC,0,0,0,0,0,0,0,0,14.81,70.37,0.0,14.81
10764,2007.0,Action,Console,0,0,0,0,0,0,0,0,80.0,0.0,0.0,10.0
14218,2013.0,Action,Console,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
7333,2002.0,Action,Console,0,0,0,0,0,0,0,0,14.29,9.52,71.43,4.76
15537,2006.0,Shooter,Console,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0
12492,2004.0,Shooter,Console,0,0,0,0,0,0,0,0,83.33,16.67,0.0,0.0
2831,2010.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
2050,2010.0,Misc,Console,0,0,0,0,0,0,0,0,47.52,43.56,0.0,8.91
10932,2003.0,Fighting,Console,0,0,0,0,0,0,0,0,55.56,44.44,0.0,11.11
13314,2010.0,Racing,Console,0,0,0,0,0,0,0,0,0.0,80.0,0.0,20.0
6709,2012.0,Action,PC,0,0,0,0,0,0,0,0,12.0,68.0,0.0,16.0
10060,2013.0,Action,PC,0,0,0,0,0,0,0,0,0.0,81.82,0.0,18.18
16000,2006.0,Action,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
8952,2004.0,Sports,Portable,0,0,0,0,0,0,0,0,0.0,0.0,93.33,0.0
15,2009.0,Sports,Console,0,0,0,0,0,0,1,0,41.32,39.05,11.5,8.14
3282,1998.0,Sports,Console,0,0,0,0,0,0,0,0,95.16,3.23,0.0,0.0
8417,2003.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
815,2007.0,Racing,Console,0,0,0,0,0,0,0,0,50.49,38.83,0.49,10.68
11696,2003.0,Shooter,Console,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0
798,2006.0,Simulation,Portable,0,0,0,0,0,0,0,0,44.02,44.98,0.0,10.53
6035,2010.0,Puzzle,Portable,0,0,0,0,0,0,0,0,0.0,86.21,0.0,13.79
2244,2016.0,Fighting,Console,0,0,0,0,0,0,0,0,50.54,23.66,17.2,7.53
3647,2009.0,Misc,Portable,0,0,0,0,0,0,0,0,94.55,0.0,0.0,7.27
13670,2008.0,Racing,Console,0,0,0,0,0,0,0,0,0.0,75.0,0.0,25.0
16361,2010.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
4042,2006.0,Shooter,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
2245,1999.0,Racing,Console,0,0,0,0,0,0,0,0,55.91,37.63,0.0,6.45
6792,2008.0,Strategy,Console,0,0,0,0,0,0,0,0,66.67,25.0,0.0,8.33
6742,2007.0,Racing,Console,0,0,0,0,0,0,0,0,48.0,36.0,0.0,12.0
12533,,Shooter,Console,0,0,0,0,0,0,1,0,50.0,33.33,0.0,16.67
6947,2011.0,Racing,Console,0,0,0,0,0,0,0,0,91.67,0.0,0.0,4.17
7904,2010.0,Adventure,Portable,0,0,0,0,0,0,0,0,26.32,63.16,0.0,10.53
6220,2011.0,Misc,Portable,0,0,0,0,0,0,0,0,17.86,14.29,60.71,7.14
13157,2012.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
2239,2007.0,Sports,Console,0,0,0,0,0,0,0,0,82.8,3.23,0.0,13.98
15362,2008.0,Misc,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15937,2008.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
5957,2011.0,Misc,Console,0,0,0,0,0,0,0,0,96.55,0.0,0.0,6.9
5980,1999.0,Sports,Console,0,0,0,0,0,0,0,0,55.17,37.93,0.0,6.9
5416,2011.0,Sports,Console,0,0,0,0,0,0,0,0,26.47,61.76,0.0,11.76
11295,2008.0,Action,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,12.5
14137,2010.0,Racing,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
9918,2015.0,Sports,Console,0,0,0,0,0,0,0,0,8.33,75.0,0.0,16.67
14606,2004.0,Strategy,Console,0,0,0,0,0,0,0,0,66.67,33.33,0.0,0.0
8213,2009.0,Adventure,Portable,0,0,0,0,0,0,0,0,94.12,0.0,0.0,5.88
14334,2008.0,Misc,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
9838,2011.0,Fighting,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
16572,2016.0,Shooter,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
8202,2010.0,Action,Console,0,0,0,0,0,0,0,0,66.67,16.67,0.0,11.11
13954,2014.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
4408,2009.0,Misc,Console,0,0,0,0,0,0,0,0,53.33,35.56,0.0,8.89
1885,2006.0,Action,Console,0,0,0,0,0,0,0,0,81.65,2.75,0.92,13.76
5135,2002.0,Action,Console,0,0,0,0,0,0,0,0,75.68,18.92,0.0,2.7
15571,2006.0,Racing,Portable,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0
3551,2002.0,Racing,Console,0,0,0,0,0,0,0,0,68.42,28.07,0.0,3.51
2359,2008.0,Action,PC,0,0,0,1,0,0,0,0,1.14,89.77,0.0,9.09
